YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,GarageArea,TotalBsmtSF,GarageCars,2ndFlrSF,GrLivArea,OverallQual,SalePrice
1998,1965,6,1,1200,884,864,2,0,1200,5,146000
2000,1956,4,1,936,308,936,1,0,936,5,129000
2006,2006,6,2,1314,440,1314,2,0,1314,6,176432
2006,1914,7,1,773,0,684,0,582,1355,6,127000
1986,1986,5,1,1088,461,1074,2,0,1088,8,170000
1950,1936,6,1,757,240,672,1,567,1324,4,128000
1978,1978,7,2,1601,478,1271,2,0,1601,7,157000
1950,1920,3,1,438,246,290,1,0,438,2,60000
1971,1971,5,1,950,280,950,1,0,950,5,119500
2002,1960,6,1,1134,254,1010,1,0,1134,5,135000
1959,1959,6,1,1194,539,655,2,0,1194,6,159500
1970,1970,6,2,630,440,630,2,672,1302,5,106000
1995,1994,9,2,1500,712,1463,2,1122,2622,8,325000
1991,1990,6,2,1442,719,910,2,0,1442,7,179900
2006,2006,9,2,887,422,868,2,1134,2021,7,274725
2000,2000,7,2,948,463,924,2,742,1690,6,181000
2005,2004,7,2,1836,862,1836,3,0,1836,8,280000
1996,1995,8,2,773,431,773,2,885,1658,6,188000
1976,1976,8,2,1098,483,803,2,866,1964,7,205000
1957,1957,5,1,816,308,816,1,0,816,5,129900
2006,1953,6,1,1008,240,1008,1,0,1008,5,134500
2000,1954,4,1,833,326,833,1,0,833,5,117000
2007,2007,7,2,1734,928,1734,3,0,1734,8,318000
2002,2002,7,2,779,527,408,2,640,1419,8,184100
2003,1967,5,1,894,450,894,2,0,894,5,130000
1987,1958,6,1,1021,300,533,1,580,1601,5,140000
1959,1959,6,1,1040,286,1040,1,0,1040,5,133700
1950,1920,6,1,1012,308,1012,1,0,1012,6,118400
2006,2005,7,2,1552,782,1552,3,0,1552,7,212900
1956,1956,5,1,960,288,672,1,0,960,4,112000
2008,1947,4,1,698,0,698,0,0,698,5,118000
1992,1992,7,2,812,392,384,2,670,1482,7,163900
1955,1955,5,1,1005,672,1005,2,0,1005,4,115000
2007,2007,7,2,1555,660,1373,3,0,1555,7,174000
2004,2004,7,2,1530,630,1530,3,0,1530,7,259000
2005,2004,8,2,847,434,847,2,1112,1959,7,215000
1980,1980,4,1,936,672,936,2,0,936,5,140000
1950,1928,7,2,1328,576,1122,2,653,1981,4,135000
1992,1991,5,1,974,0,974,0,0,974,5,93500
1950,1880,8,2,1178,205,1008,1,1032,2210,6,117500
1995,1995,8,2,1142,466,1128,2,878,2020,8,239500
1997,1997,7,2,916,460,916,2,684,1600,6,169000
1950,1926,5,1,986,180,960,1,0,986,6,102000
1950,1950,6,1,1032,288,1032,1,220,1252,6,119000
1996,1875,6,1,780,0,780,0,240,1020,5,94000
1977,1977,5,2,1567,714,1567,2,0,1567,6,196000
1950,1920,6,1,1167,495,915,2,0,1167,5,144000
1951,1951,4,1,952,840,952,2,0,952,5,139000
1976,1976,9,2,1088,484,780,2,780,1868,5,197500
2007,2006,11,3,1466,1052,1466,3,1362,2828,8,424870
1959,1959,5,1,1006,0,1006,0,0,1006,5,80000
1950,1941,5,1,672,280,672,1,252,924,4,80000
1950,1928,8,1,1042,225,1042,1,534,1576,5,149000
1985,1985,5,2,1298,403,1298,2,0,1298,6,180000
1950,1941,7,1,860,234,704,1,704,1564,7,174500
1950,1926,5,1,572,288,572,1,539,1111,7,116900
1988,1920,7,1,832,324,650,2,650,1482,7,143000
1950,1950,4,1,932,306,932,1,0,932,6,124000
1959,1959,6,1,1466,528,1466,2,0,1466,5,149900
2004,1956,6,1,1811,470,1073,2,0,1811,6,230000
2007,1930,5,1,816,432,816,1,0,816,6,120500
1988,1965,8,1,902,492,864,2,918,1820,7,201800
2004,1976,6,2,1437,528,1437,2,0,1437,5,218000
1999,1965,6,2,1265,502,1219,2,0,1265,5,179900
2008,2007,6,2,1314,626,1314,2,0,1314,7,230000
2008,2007,7,2,1580,830,1580,3,0,1580,8,235128
1974,1974,8,2,943,540,901,2,933,1876,6,185000
1978,1978,7,2,855,440,855,2,601,1456,6,146000
2006,1954,7,1,1640,924,1296,2,0,1640,6,224000
1968,1968,5,1,894,450,894,2,0,894,5,129000
1969,1969,6,0,1258,400,1198,2,0,1258,4,108959
1978,1978,5,1,1432,588,1360,2,0,1432,5,194000
2009,2009,7,2,1502,644,1502,2,0,1502,7,233170
2008,2008,7,2,1694,776,1694,3,0,1694,8,245350
2000,2000,7,2,959,472,959,2,712,1671,6,173000
1986,1935,7,2,1236,540,1127,2,872,2108,6,235000
1996,1995,10,3,1831,807,1930,3,1796,3627,10,625000
1977,1977,6,1,1118,358,1096,1,0,1118,6,171000
1958,1958,6,1,1261,433,1261,2,0,1261,6,163000
2007,2006,5,2,625,625,625,2,625,1250,7,171900
1994,1946,12,3,1636,0,1598,0,971,3086,5,200500
1950,1932,9,2,1170,360,952,2,1175,2345,6,239000
2000,1992,9,2,2129,541,1683,2,743,2872,8,285000
1985,1984,5,1,923,264,876,1,0,923,5,119500
2004,1926,5,1,818,210,818,1,406,1224,6,115000
1950,1921,7,1,820,186,731,1,523,1343,5,154900
1954,1954,5,1,1124,0,0,0,0,1124,5,93000
1991,1990,8,2,1298,693,1216,2,1216,2514,7,250000
2008,2008,5,2,1652,482,1600,2,0,1652,8,392500
1996,1996,10,3,2411,813,2396,3,2065,4476,10,745000
1950,1920,5,1,1130,720,1120,2,0,1130,5,120000
1963,1963,5,1,1572,995,1572,3,0,1572,5,186700
1950,1924,7,1,949,392,784,1,272,1221,5,104900
1970,1900,7,2,1014,420,978,2,685,1699,3,95000
1995,1994,5,2,1624,757,1624,3,0,1624,8,262000
2002,2002,7,2,831,493,831,2,829,1660,7,195000
1999,1999,7,2,1028,442,994,2,776,1804,7,189000
1975,1961,7,1,1622,1356,1249,4,0,1622,4,168000
2000,1999,5,2,764,492,776,2,677,1441,8,174000
1994,1925,6,1,842,250,702,1,630,1472,5,125000
1999,1999,5,2,1224,402,1224,2,0,1224,6,165000
1969,1969,7,1,663,299,663,1,689,1352,6,158000
2005,2005,8,2,728,400,728,2,728,1456,6,176000
2006,2006,9,2,879,660,879,3,984,1863,7,219210
1950,1916,7,1,815,225,815,1,875,1690,7,144000
2001,2001,6,2,1212,573,1212,2,0,1212,7,178000
1979,1963,6,1,1382,459,1051,2,0,1382,4,148000
1970,1970,5,1,864,280,864,1,0,864,4,116050
1998,1998,6,2,866,546,866,2,913,1779,7,197900
1997,1925,5,1,884,216,884,1,464,1348,5,117000
2001,2000,6,2,1630,451,1630,2,0,1630,7,213000
1975,1975,6,1,1074,495,1056,2,0,1074,5,153500
1991,1990,7,2,2196,701,2158,3,0,2196,7,271900
1966,1966,5,1,1056,384,1056,1,0,1056,4,107000
2003,2003,7,2,1700,544,1682,2,0,1700,6,200000
1980,1962,6,1,1283,506,931,2,0,1283,5,140000
2006,2006,8,2,1660,500,1660,2,0,1660,8,290000
1992,1992,8,2,1055,462,1055,2,790,1845,6,189000
2005,1988,8,2,1080,492,559,2,672,1752,8,164000
1950,1941,4,1,672,234,672,1,0,672,4,113000
2001,1965,3,0,960,364,648,1,0,960,4,145000
1962,1962,6,1,999,300,925,1,0,999,5,134500
1966,1966,5,1,894,384,894,1,0,894,5,125000
1978,1978,8,2,1318,539,0,2,584,1902,6,112000
2009,2009,6,2,1314,552,1300,2,0,1314,8,229456
1950,1947,3,1,672,0,0,0,240,912,4,80500
1971,1971,7,1,672,0,672,0,546,1218,6,91500
1964,1964,5,1,912,288,912,1,0,912,5,115000
1968,1968,5,1,1211,322,952,1,0,1211,5,134000
1950,1949,7,2,1168,315,1040,1,678,1846,6,143000
1951,1951,7,2,2136,528,2136,2,0,2136,5,137900
2005,2004,8,2,788,388,788,2,702,1490,7,184000
1958,1958,6,1,1138,264,588,1,0,1138,6,145000
2007,2007,9,2,894,668,894,3,1039,1933,6,214000
2008,1965,5,1,912,576,912,2,0,912,5,147000
2008,2008,7,1,1702,1052,1702,3,0,1702,9,367294
1960,1960,7,2,1507,404,1075,1,0,1507,5,127000
1977,1977,12,2,1361,600,1361,2,1259,2620,5,190000
1962,1962,6,1,1190,540,1106,2,0,1190,5,132500
1962,1962,6,2,1224,462,0,2,0,1224,4,101800
1959,1959,6,1,1188,531,1188,2,0,1188,5,142000
1950,1911,7,1,1024,0,940,0,940,1964,5,130000
1950,1914,9,1,892,180,747,1,892,1784,5,138887
2003,2003,6,2,764,474,764,2,862,1626,7,175500
2005,2004,8,2,847,434,847,2,1101,1948,7,195000
2005,2005,6,1,1141,484,1141,2,0,1141,6,142500
2006,2006,6,2,1484,472,1476,2,0,1484,8,265900
2003,2003,8,2,884,543,884,2,884,1768,7,224900
2007,2007,7,2,1689,954,1689,3,0,1689,7,248328
1974,1974,6,2,1173,528,1053,2,0,1173,7,170000
2006,2006,7,2,2076,850,2076,3,0,2076,10,465000
1950,1929,7,1,792,400,792,2,725,1517,8,230000
2003,1984,7,3,1140,477,585,2,728,1868,6,178000
2006,2005,6,2,756,615,756,2,797,1553,7,186500
1976,1976,6,1,1034,888,1012,3,0,1034,6,169900
1950,1917,8,1,1134,396,735,2,924,2058,6,129500
1950,1950,6,1,988,276,876,1,0,988,5,119000
1968,1968,8,2,2110,522,2110,2,0,2110,7,244000
2003,2003,6,2,1405,478,1405,2,0,1405,7,171750
1968,1968,5,1,874,288,864,1,0,874,5,130000
2003,1974,9,2,1516,518,1192,2,651,2167,7,294000
2004,2003,7,2,760,397,746,2,896,1656,7,165400
1950,1931,6,1,959,560,884,1,408,1367,6,127500
1994,1994,7,2,1987,691,1986,2,0,1987,8,301500
1950,1922,4,1,864,0,864,0,0,864,5,99900
2005,2005,5,2,1166,400,856,2,0,1166,7,190000
1969,1969,6,1,1054,460,1054,2,0,1054,6,151000
1999,1999,7,2,892,502,841,2,783,1675,6,181000
1956,1956,5,1,1050,338,1050,1,0,1050,5,128900
1989,1957,8,1,1104,304,1104,1,684,1788,4,161500
1950,1919,8,1,1060,520,764,2,764,1824,6,180500
1999,1998,5,2,1337,511,1405,2,0,1337,6,181000
1999,1999,6,2,713,506,691,2,739,1452,7,183900
1950,1910,9,1,964,308,925,1,925,1889,7,122000
2009,2008,10,2,2018,746,2002,3,0,2018,9,378500
1997,1935,11,3,1968,1014,728,3,1479,3447,8,381000
1958,1958,7,1,874,315,874,1,650,1524,5,144000
1979,1979,4,0,1332,586,1332,2,192,1524,7,260000
1968,1968,7,2,1489,462,1489,2,0,1489,6,185750
1965,1965,5,1,935,288,935,1,0,935,5,137000
2006,1959,5,1,1357,312,1019,1,0,1357,6,177000
2003,1910,8,2,661,552,661,2,589,1250,5,139000
1950,1948,10,2,928,400,928,2,992,1920,5,137000
1972,1972,6,1,735,497,723,2,660,1395,6,162000
1976,1967,7,1,1724,480,1680,2,0,1724,6,197900
2002,2002,7,2,1128,577,1128,2,903,2031,8,237000
1950,1920,6,1,698,528,698,2,430,1128,4,68400
2002,2002,6,2,1573,544,1573,2,0,1573,7,227000
1990,1990,6,2,1339,484,1309,2,0,1339,7,180000
2008,1977,5,2,1040,484,1040,2,0,1040,5,150500
1971,1971,8,2,912,0,912,0,912,1824,6,139000
1990,1919,10,2,1699,336,804,1,748,2447,6,169000
1950,1939,6,1,825,280,780,1,587,1412,6,132500
1963,1963,6,1,1328,528,1328,2,0,1328,6,143000
1964,1964,7,2,1582,390,1624,2,0,1582,5,190000
2000,2000,5,2,1659,499,1501,2,0,1659,8,278000
2006,2006,8,2,1120,753,1085,3,850,1970,8,281000
1964,1964,6,1,1152,484,1152,2,0,1152,5,180500
1972,1972,6,2,630,264,630,1,672,1302,5,119500
1965,1892,11,2,1378,432,994,1,994,2372,5,107500
1976,1976,8,2,832,528,832,2,832,1664,7,162900
1990,1955,5,1,864,572,864,2,0,864,5,115000
1968,1968,5,1,1052,288,1052,1,0,1052,5,138500
1963,1963,6,2,1128,525,1120,2,0,1128,5,155000
2006,2005,5,2,1072,525,547,2,0,1072,6,140000
2008,2008,12,2,4692,1418,6110,2,950,5642,10,160000
1994,1959,6,1,1246,305,1246,1,0,1246,5,154000
1999,1999,9,2,1005,490,978,2,978,1983,7,225000
1950,1942,7,1,753,213,771,1,741,1494,6,177500
1994,1994,8,2,1203,844,1165,3,1323,2526,8,290000
2005,2005,7,2,1616,834,1616,3,0,1616,7,232000
2004,2004,7,2,976,380,976,2,732,1708,7,130000
2007,2006,6,2,1652,840,1652,2,0,1652,9,325000
2006,2005,6,2,1368,474,1368,2,0,1368,7,202500
1995,1994,5,1,990,480,990,2,0,990,5,138000
2005,1948,6,1,1122,528,924,2,0,1122,5,147000
1991,1991,6,2,1294,496,1278,2,0,1294,6,179200
2002,1959,7,2,1902,567,1902,2,0,1902,7,335000
2007,2005,6,2,1274,508,1274,2,0,1274,7,203000
1990,1990,9,2,1453,750,1453,2,1357,2810,8,302000
1999,1999,10,2,1422,779,1393,3,1177,2599,9,333168
1954,1954,5,1,948,280,948,1,0,948,4,119000
1969,1969,9,2,1092,576,952,2,1020,2112,6,206900
2008,2008,8,2,1630,860,1622,3,0,1630,8,295493
2007,2006,5,2,1352,466,1352,2,0,1352,7,208900
2002,2001,7,2,1787,748,1753,3,0,1787,8,275000
1954,1954,5,1,948,248,864,1,0,948,4,111000
1957,1957,6,1,1478,442,1478,2,0,1478,6,156500
1950,1949,4,1,720,287,0,1,0,720,3,72500
1992,1992,8,2,1061,564,750,2,862,1923,7,190000
1950,1940,5,1,708,0,420,0,0,708,4,82500
2007,2006,7,2,1795,895,1795,3,0,1795,8,147000
1950,1922,5,1,796,0,796,0,0,796,4,55000
2006,1931,6,1,774,0,544,0,0,774,3,79000
2008,1982,5,1,816,264,816,1,0,816,5,130500
1950,1920,8,2,1584,520,1510,2,1208,2792,6,256000
1998,1998,8,2,955,462,935,2,677,1632,7,176500
2006,2006,7,2,1588,825,1588,3,0,1588,8,227000
1976,1976,6,1,954,576,911,2,0,954,5,132500
1958,1938,3,1,816,288,816,1,0,816,4,100000
1995,1938,6,1,803,297,803,1,557,1360,5,125500
1970,1970,7,1,765,440,765,2,600,1365,5,125000
1977,1977,6,2,1334,630,1350,2,0,1334,6,167900
1973,1973,8,2,1656,506,1656,2,0,1656,5,135000
1950,1941,4,1,693,0,693,0,0,693,4,52500
2002,2002,8,2,920,492,916,2,941,1861,7,200000
1972,1972,5,1,864,288,864,1,0,864,5,128500
1971,1971,5,1,872,480,858,4,0,872,4,123000
2004,2003,6,1,1114,576,1114,2,0,1114,6,155000
2002,2002,7,2,1284,647,1284,2,885,2169,8,228500
1950,1928,9,1,1172,342,896,2,741,1913,6,177000
2006,2006,8,2,728,440,728,2,728,1456,7,155835
1950,1920,5,1,960,308,960,1,0,960,4,108500
2003,1968,9,2,2156,508,1568,2,0,2156,7,262500
2007,2006,7,2,1776,712,1732,3,0,1776,8,283463
1998,1998,5,2,1494,514,1482,2,0,1494,7,215000
1987,1872,8,2,938,0,684,0,1215,2358,8,122000
1969,1969,12,2,1338,968,1248,4,1296,2634,5,200000
1962,1962,8,1,858,490,858,2,858,1716,6,171000
2000,1937,4,1,786,624,698,2,390,1176,6,134900
1996,1995,9,2,2053,666,2033,3,1185,3238,8,410000
2000,2000,7,2,992,839,992,3,873,1865,7,235000
1992,1968,8,3,1222,487,570,2,698,1920,7,170000
1966,1966,5,1,892,264,864,1,0,892,5,110000
2008,1971,6,1,1078,500,1078,2,0,1078,5,149900
2000,2000,5,2,769,440,756,2,804,1573,6,177500
2005,2004,8,2,1980,770,1980,3,0,1980,9,315000
1998,1921,8,3,990,621,612,2,1611,2601,5,189000
2005,2005,7,2,1530,430,1530,2,0,1530,7,260000
2007,1920,7,2,1281,368,715,1,457,1738,4,104900
2007,2006,6,2,616,432,616,2,796,1412,6,156932
2005,2005,4,2,520,480,600,2,600,1200,7,144152
2000,2000,7,2,814,663,814,2,860,1674,7,216000
1999,1999,7,2,882,588,873,2,908,1790,7,193000
1977,1977,6,2,925,336,757,1,550,1475,5,127000
2004,2003,4,1,848,420,848,2,0,848,6,144000
2003,2003,8,2,1668,502,1657,2,0,1668,8,232000
1950,1920,6,1,840,338,840,1,534,1374,4,105000
1996,1955,8,1,1661,377,992,1,0,1661,6,165500
1998,1998,8,2,1108,583,1108,2,989,2097,7,274300
2002,2001,8,2,2633,804,2633,3,0,2633,10,466500
2005,2005,9,2,1026,936,1026,3,932,1958,7,250000
2007,2007,7,2,1571,722,1571,3,0,1571,8,239000
1950,1930,4,1,790,160,768,1,0,790,6,91000
1960,1941,6,2,984,660,984,2,620,1604,5,117000
1973,1973,5,1,483,264,483,1,504,987,6,83000
2007,2006,7,2,754,400,384,2,640,1394,5,167500
1950,1914,5,1,864,200,864,1,0,864,3,58500
1970,1970,7,2,2117,550,1205,2,0,2117,6,237500
1950,1920,8,1,998,576,596,2,764,1762,7,157000
2007,1918,7,2,1416,576,816,2,0,1416,5,112000
1950,1939,6,1,698,280,560,1,560,1258,6,105000
2007,1922,7,1,796,240,796,1,358,1154,4,125500
1978,1978,12,3,1392,564,1392,2,1392,2784,7,250000
1950,1916,10,2,1664,216,714,1,862,2526,6,136000
2007,2006,7,2,1746,758,1746,3,0,1746,9,377500
1950,1941,6,1,869,440,735,2,349,1218,6,131000
2000,2000,6,2,1525,541,1525,2,0,1525,7,235000
1967,1967,8,2,1584,792,1584,3,0,1584,5,124000
1967,1967,6,1,900,288,864,1,0,900,5,123000
2000,1905,7,2,1221,672,482,2,691,1912,6,163000
2006,2006,6,2,1500,648,1356,3,0,1500,7,246578
2006,2005,9,2,1133,642,1094,3,1349,2482,8,281213
1950,1948,7,1,1687,572,747,2,0,1687,5,160000
2004,1920,8,1,939,180,939,1,574,1513,5,137500
1982,1950,7,1,1136,240,1208,1,768,1904,5,138000
1990,1925,7,2,1160,216,976,1,448,1608,6,137450
1950,1929,5,1,950,208,862,1,208,1158,6,120000
2004,2004,8,2,864,398,839,2,729,1593,6,193000
2006,2006,6,2,1294,662,1286,2,0,1294,7,193879
2007,2007,6,2,1464,754,1485,3,0,1464,8,282922
1950,1915,6,1,694,936,672,3,520,1214,3,105000
2005,2004,5,2,1646,482,1594,2,0,1646,8,275000
2007,1972,5,1,768,396,768,2,0,768,5,133000
1985,1985,5,1,833,0,833,0,0,833,5,112000
1950,1910,6,1,741,528,622,2,622,1363,4,125500
1991,1986,7,2,1236,542,791,2,857,2093,7,215000
2001,2001,6,2,944,622,944,2,896,1840,7,230000
2005,1950,6,1,1112,271,856,1,556,1668,6,140000
1950,1949,6,2,1040,420,0,2,0,1040,4,90000
2006,2005,7,2,1844,620,1844,2,0,1844,8,257000
2000,1923,8,1,1053,370,833,2,795,1848,6,207000
2007,2007,7,2,1569,660,1386,3,0,1569,7,175900
1950,1885,11,2,1246,560,777,2,1044,2290,4,122500
1998,1998,7,2,1310,1069,1284,3,1140,2450,8,340000
1963,1963,6,1,1144,336,1144,1,0,1144,5,124000
1969,1969,7,2,1844,540,1844,2,0,1844,6,223000
1968,1968,7,2,708,776,708,2,708,1416,6,179900
1977,1977,4,2,1069,440,1069,2,0,1069,6,127500
2003,2003,3,1,848,420,848,2,0,848,6,136500
1966,1966,8,2,1575,432,697,2,626,2201,6,274970
1983,1958,6,1,1344,484,1024,1,0,1344,5,144000
1959,1959,7,1,1252,528,1252,2,0,1252,6,142000
1994,1994,5,2,1223,525,1223,2,904,2127,7,271000
1950,1945,6,1,1048,288,913,1,510,1558,5,140000
1992,1940,4,1,804,240,788,1,0,804,5,119000
1981,1981,7,2,1440,467,1440,2,0,1440,6,182900
2005,2005,7,2,734,372,732,2,1104,1838,5,192140
1976,1976,5,2,958,440,958,2,0,958,6,143750
2007,1927,5,2,968,216,656,1,0,968,4,64500
2000,2000,8,2,962,451,936,2,830,1792,6,186500
1977,1977,5,2,1126,484,1126,2,0,1126,5,160000
2005,1962,7,1,1537,462,1319,2,0,1537,6,174000
1971,1971,5,1,864,528,864,2,0,864,4,120500
2008,2008,7,2,1932,774,1932,3,0,1932,8,394617
1996,1957,6,1,1236,923,912,2,0,1236,6,149700
1979,1979,6,2,1040,550,539,2,685,1725,7,197000
1994,1922,11,2,1423,672,588,2,748,2555,6,191000
2004,2004,3,1,848,420,848,2,0,848,6,149300
2008,2008,10,2,1026,812,1017,3,981,2007,10,310000
1950,1916,4,1,952,192,952,1,0,952,6,121000
2004,2004,7,2,1422,626,1422,2,0,1422,7,179600
1966,1966,6,1,913,240,814,1,0,913,6,129000
1962,1962,6,1,1188,312,1188,1,0,1188,5,157900
1996,1995,8,2,1220,556,1220,2,870,2090,8,240000
2000,1910,6,1,796,384,560,1,550,1346,4,112000
1970,1970,3,1,630,0,630,0,0,630,5,92000
1974,1974,8,2,896,0,896,0,896,1792,5,136000
2009,2008,7,2,1578,840,1573,3,0,1578,8,287090
2005,2005,5,1,1072,525,547,2,0,1072,5,145000
2006,2006,6,1,1140,0,1140,0,0,1140,5,84500
2005,2004,6,2,1221,400,1221,2,0,1221,7,185000
2000,1999,7,2,953,460,953,2,694,1647,6,175000
1988,1978,7,2,2073,500,1542,2,0,2073,6,210000
2006,1941,9,2,1188,252,1152,1,1152,2340,7,266500
1996,1950,5,1,1078,240,1078,1,0,1078,5,142125
1965,1965,6,1,1256,276,1256,1,0,1256,5,147500
